		Russia	Russia	Russia	Russia	China	China	China	China	France	France	France	France	Italy	Italy	Italy	Italy	Germany	Germany	Germany	Germany	Norway	Norway	Norway	Norway	Spain	Spain	Spain	Spain	UK	UK	UK	UK	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Australia	Australia	Australia	Australia	Canada	Canada	Canada	Canada	Brazil	Brazil	Brazil	Brazil	US	US	US	US	Rest of Americas	Rest of Americas	Rest of Americas	Rest of Americas	Africa	Africa	Africa	Africa
France	Coal, peat	0	0	0	0	0	0	0	0	4.87845545342	0	0	3.6310511818	4.15372053426e-06	0	0.0177353671449	5.11212813328e-07	0.051257178621	0	0	0.0041283184007	0	0	0	0	3.99488554232e-07	0	1.87013955875e-09	0.000710947577719	0	0	0	0	0.000597060017862	0	1.90476624034e-05	0.0317346730904	0.229194254851	0.000223429489397	3.19449725821e-08	1.48593281997e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00595109984087	1.21571404573e-05	7.16204320983e-05	1.4397493004e-08
France	Crude petroleum and services related to crude oil extraction, excluding surveying	0	0	0	0	0	0	0	0	0	0	0	0.169659425187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119926101837	0	0	0	0	0	0	0.0199006727729	0.019136325042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000335378413469	5.78971840252e-06	0	0	0	0	0	8.13934243381e-06	0	0
France	Natural gas and services related to natural gas extraction, excluding surveying	0	0	0	0	0	0	0	0.00122223054079	0	0	0	0	0	0	0	0.591356049785	0	0	0.000738624724011	0.00608853834394	3.36337407406e-10	0	1.58675643097e-10	0	0	0	0	0.240662724138	0	0	0	0	0.0825675109712	1.24650760569e-05	0.41318729904	0.694421239639	0.000957257715355	5.03773270923e-07	0.00569026371056	5.12090062033e-05	0	0	0	0	0	0	0	0	0	0	4.54880430459e-10	0	0	0	0.00302692012543	1.74770240036e-05	0	0	0	0	0.0161989739506	9.47859227292e-06	0	7.88447185721e-08
France	Mining & Quarrying	0.395043587018	0	0	0.131266077591	0	0	0	0.070457620713	0	0	0	38.7371541146	0.112067628256	0	0	0.0873536811612	0	0	0	0.195169465617	0	0	0	0.0275966225044	0.36494781923	0	0	0.657454734714	0	0	0	0	4.81581558584	0	0.468772715365	11.5860617236	0.299294249887	9.93661182507e-05	0.00463252304403	0.358140274479	0.000355833009883	3.77385743904e-06	0.0434579964351	0.00312079438465	0.312495803859	0	0	0.138180753221	0	0	0	0.0526365387959	0.0787966078547	0	3.41143701516e-05	0.0377868643461	9.95539331714e-05	0	0.00185875138848	0.0249196335561	0.000206231943326	5.68672478497e-05	0	0.00335295040576
France	Meat products	13.7831945031	0	0	0.486259927156	112.244258674	0	0	0.0758963219909	31122.6975102	3.8511824357	0	111.322779572	581.113838924	0.0166678353568	0	7.09637136073	522.440305029	0.21913060177	0	4.26169162318	3.0659445911	0	0	0.00370559377078	186.551370623	0	0	2.03201371574	0	0	0	0	1287.06727025	0.660970163118	0	9.56305895729	665.396766038	0.0633526947116	0	1.98107639335	1.19161503884	0	0	0.000200080810374	3.95573545871	0	0	0.00963407973476	0.185273242047	0	0	0.274540109259	4.28703539488	0	0	0.0213861658521	28.871063621	0	0	0.0208630799041	174.219934819	0.00101162730944	0	0.00011551607698
France	products of Vegetable oils and fats	0.144792504503	0	0	0.00103715400669	0.593280673923	0	0	0.0501828927106	23.4797386197	3.4808884372	0	0	7.51842017864	0.00047534264366	0	0.893337432855	10.731979139	0.00676058722729	0	0.955277923351	4.293750615	0	0	0.0363730231262	36.4045427149	0	0	1.61318679511	0	0	0	0	56.2784133836	0.0548525045324	0	3.13782775111	26.2295318554	0.00262347026904	0	2.02773385263	0.776999775109	0	0	0.0052367097901	0	0	0	0.011826403702	0.000100506406392	0	0	0.00364391578549	6.90942033973	0	0	0.0186059061345	0.976339981437	0	0	0.0610881286722	28.4950736604	0.00309883842222	0	0.000300531632605
France	Dairy products	12.4996815314	0	0	0.353735065518	0	0	0	13.7144962385	8482.51037785	5.71266250583	0	88.3007819068	383.079031579	0	0	6.26157850888	853.527814092	0.647844254271	0	10.3821521529	19.459226549	0	0	0.0388027819719	471.703402023	0	0	2.73292183849	0	0	0	0	1625.72227113	0.125070960337	0	8.44176882396	797.445249237	0.0451273543781	0	2.21825896411	21.2948958594	0	0	0.140751368725	30.2623494016	0	0	0.0949985764523	16.2321050718	0	0	0.000826875221857	108.950738094	0	0	0.222632938712	52.3614349476	0	0	0.480879641874	286.397740026	0.0027734069738	0	0.00308411193001
France	Other food, beverages, tobacco	233.63012996	0	0	3.33941642989	260.429669643	0	0	27.2833300272	34092.1994279	310.975936966	0	298.066575817	1392.67012766	0.0355911015319	0	12.0980013844	2554.09411596	3.93351714862	0	21.9787173045	213.122799193	0	0	0.942606192842	1356.80785623	0	0	10.8477064045	0	0	0	0	7466.23422133	1.48081438006	0	122.140319544	4708.1350692	9.10627343514	0	16.2842363489	231.77899337	0	0	0.132871868551	486.709303759	0	0	3.00849858149	88.7260667594	0	0	0.0888930687707	3353.06213282	0	0	6.42407566054	601.217924542	0	0	2.17007047324	1480.23717696	2.27341763521	0	0.0561588880888
France	Textiles, apparel, furs, leather	125.956214294	0.067920851161	0	0.790812765272	158.090861021	0	0	8.83416287216	5508.20119439	108.804224479	0	487.635098038	1136.83808145	0	7.70897590317	15.0332987423	1374.8787022	0	7.30233674272	3.4500365573	32.7433675861	0	0.138717392748	0.290996946674	974.715791469	0	0.000754911440945	2.39338174888	0	0	0	0	3582.03626669	3.44092700449	13.2264730179	58.7302727353	2144.14499934	2.51134822121	25.421638524	8.19561522887	14.8018535878	0	0.935136209387	0.114786577227	99.9920604168	0	0.0219867863338	0.164805651102	13.3301860948	0	0	0.0129701269859	1066.38402281	0	0.198392229719	3.31064230873	132.655345292	0	1.53448261178	0.631443750309	759.910807674	0.112976870571	21.2443137251	0.0251503198949
France	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials	0.323475701801	0	2.00552465595	0.561128843048	0.127353068605	0	0.0858955568958	0.0073459668453	1148.4985882	0	0	28.4759289985	17.3769421846	0	11.2416349249	0.260694194387	132.053812174	0	61.3362253756	1.2354702641	0.0260504396013	0	0.0267361186471	0.0944312662828	18.5458758453	0	0.262845323439	0.291131094922	0	0	0	0	61.9527279443	0	15.9713945112	21.3311282283	30.1494325112	0.00398303959479	45.8473395117	0.316102536735	0.273745790843	0	0.41427542958	0.304728204316	0.0646770183093	0	0.15993602659	0.0228945884185	0.23795230968	0	0.0176817183317	0.0130521221195	24.5492612311	0	4.01002595382	1.66700484887	5.42263273908	0	3.08060925918	0.0600674637157	14.8369027852	0.000351688726177	9.40917299361	0.128166511991
France	Pulp	0	0	0	0.00175635776429	0	0	0	0	0	0	0	27.1196340229	0	0	0	0.0154888127395	0	0	0	0.053308772905	0	0	0	0	0	0.233035514125	0	0.688691185219	0	0	0	0	0	0.00477938624297	2.14533293711e-08	9.91592225573	0	0.234688983124	0.000834915977809	0.854930746777	0	0	0	4.24376071395e-06	0	0	0	0	0	0	0	0.00511852598995	0	0	0	0.0767477237578	0	0	0	0.000707852185909	0	0.00024116137703	0	1.35943404558e-06
France	Paper and paper products	16.0939388904	0	0	3.25903905634	3.06216134022	0	0	0.290530276153	1585.48345099	0	0	21.7085589915	0	0	0	13.8663842881	0	0	0	2.74160570711	0	0	0	1.7477404918	253.473730879	0.553729748445	0	2.21514967831	0	0	0	0	309.79487013	23.5225939874	0.000326988191328	15.5632067334	259.210993757	2.0322029259	0	7.1466144558	18.6085370238	0	0	0.0127289365493	20.2052314583	0	0	0.154126425254	5.18475937692	0	0	0.00224366269125	54.2209060573	0	0	0.195207564917	24.0844242232	0	0	0	136.934430052	0.00060150516597	0	0.192185176376
France	Printed matter and recorded media (22)	13.5448090053	0	0.104287240192	0.157568882039	0	0	0	0	5484.64885857	0	13923.9545677	74.986970639	44.8164581786	0	10.5209151975	0.474253334356	0	0	0.201585238918	0.908494483464	2.13173107608	0.00592260529788	0	0.0921599698236	39.8069240083	0	0	0.0771935285896	0	0	0	0	333.250159479	1.2383964668	12.6654334899	2.8702551976	127.394661059	8.25921611092	3.07408515159	5.0339534028	0	0.000151241232642	0	0.0101217313105	81.5783547955	0	0.0430054768031	0.379873223595	4.21721477829	0	0	0.0127621213192	61.4469761172	0	0	0.0661677397758	31.2437522026	0.0360533328898	1.70985190001	0.0375266570164	142.048590912	0.0419605569807	3.12794222613	0.144135486912
France	Coke and Tar	0	0	0	0	0	0	0	5.18230666924e-05	0	0	0	0.0388100725714	0	0	0	0.000236746643764	0.0853249097208	2.87794850646e-05	0	0.0539331774002	0	0	0	0	0	0	0	0.0221120084602	0	0	0	0	0.152693419215	1.42077170563e-05	0	0.00920104312653	0.00361344912615	1.58732073912e-06	0	1.30361667636e-09	0	0	0	0	0	0	0	0	0	0	0	0	6.14486841906e-11	0	0	0	0	0	0	0	0.000905971662467	2.13728808631e-06	0	1.5973192621e-09
France	Petroleum products	6.36202435604	0.0352073030764	0	2.08497213165	0.012577349383	0	0	0.152995573848	12994.6623076	0.630148586529	0	57.4118514188	84.4045154301	0	0	0.65263677287	171.005420199	0.225858177783	0	19.4990903885	34.4660982363	0	0	2.17413807136	32.8327807362	0	0	1.40776990237	0	0	0	0	1325.07490084	0.0624555820848	0	95.6684930237	353.433336049	3.47936154398	0.00484618142045	2.37961893	1.37777859226	0	0	0.00100645342866	28.6102559172	0	0	1.25546051828	0.00936344308495	0	0	7.56243580494	422.204331926	0	0	0.32865489995	40.8904708667	0	0	0.850057756277	643.500497236	0.147486984519	0	0.148730978449
France	Nuclear fuel	0	0.0389751260754	0	51.5054456072	0	0	0	0.0184937677864	0	0	0	327.618842669	0	0	0	0.000846869309297	0	0.0265917088806	0	106.890169494	0	0	0	0.00643140615151	0	0	0	3.64361744034	0	0	0	0	0	0.000939896145997	3.08880908229e-08	172.560956292	0	1.48031256944	0.0280923617908	0.252313208108	0	0	0	0.00260756384922	0	1.35274855013e-06	0	0	0	0	0	2.18602945333	0	0	2.17444608616e-09	0	0	0	0	2.27946093454	0	0.00686390387799	0.00969379835347	0.000442921454168
France	Plastics, basic	0	10.8407226355	0	8.8898857215	0	0	0	1.82628902357	0	39496.3637606	0	662.994490748	0	0.0331909347091	0	0.000569835855772	0	760.227280648	0	0.0197124829644	0	17.2851993748	0.0288318124231	0.00788057558411	0	224.430961788	0	0	0	0	0	0	0	641.068263297	0.0861510971108	60.6283608699	0.0502781976837	55.9281395862	0.0558589816369	3.60416517212	0	0	0.0035037438021	0.0104296332026	0	0	0	18.624605539	0	0	0	0.000712376280486	0	0	0	0.000297327617549	0	0	0	2.05324972413	0.101695885876	2.21192491617	0.130233037331	5.02858434556
France	N-fertiliser	0	0	0	0	0	0	0	0	5.74057434749	2.35199646735	0	0.109843534569	0.0824638695717	0.000677515992582	0	4.91924275381e-05	0	0	0	0.00444733742119	0	0	0	0	0.00650310480219	0.00258506523813	0	0.000343709607305	0	0	0	0	0.920115131605	0.392579238182	0.000538387026778	0.0390420133728	0.00131894638284	0.000140410639133	0	1.19686787647e-06	0.000109764609964	0	7.62038295236e-06	6.34414551451e-06	0.0597613074068	0	0	0.000297506972625	0	0	0	0	0.00317239052459	0	0	1.88959963909e-05	0	0	0	0	0.0154481518655	0.000117610673301	0	0
France	P- and other fertiliser	0.000177075432778	4.58299201403e-06	0	0.000784173579331	0.0247621802294	0	0	0.0926940786207	18.181055311	25.6061128029	0	0	0	0	0	0.0105850714465	2.62427658851	0.0303216912177	0	0.00534837316304	0.0174733970895	0.0117460037597	0.0244373197317	0.00139024845924	1.31265564563	0.431837948458	0	0.0699073053277	0	0	0	0	11.4984985253	5.60350581361	0.176228116825	1.70781080417	0.229478750079	0.000103774464882	0	0.0122616234348	0	0	8.49764191583e-05	0.000293204398841	0.0105171080569	0	0	3.9738148764e-05	0.00691302473588	0	0	0.0289715490383	0.0521712341151	0	0	0.000129176197681	1.46252830619	0	0	0	2.98279330967	0.0270725285975	0	1.28556137607e-06
France	Chemicals nec	254.646320806	0.890207056485	0	6.27724529715	81.1293559479	0	0	11.0489184497	7107.19531176	1964.58547911	0	0.672517954539	0	0	0	0	0	0	0	0.145306389732	0	0	0.385848838607	0.155133265367	161.319108298	4.48532385528	0	0.683149521569	0	0	0	0	808.992200794	71.9086636912	0.0605364147941	20.2720217715	3928.02289502	13.5326175821	0	20.2879818741	0	46.967012934	0.00232927922179	51.5397022257	0	0	0	0.725002542143	215.30382006	0	0	0.425928879456	1264.06742119	0	15.637252287	0.330239102462	1620.53039255	0	0	0	830.721247837	0.0250096759986	0	0.115806885214
France	Charcoal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Biofuels	0.0179741289105	1.70369501041e-05	0	0.000157175930833	4.59729739954e-05	0	0	0.0109877377465	221.721185291	18.7049014673	0	2.14588701649	1.87732307596e-07	0	0	0	1.61011806339	0.0159903512074	0	0.000161279706165	0.000236424798811	9.97178537768e-06	0.000442705144153	1.08091570124e-06	6.38677918528	0.00928329874605	0	0.0351306236527	0	0	0	0	4.49047552809	0.197090004304	0.00873728097779	0.0526737546677	0.4334754954	0.0126871771464	0.00055904924267	0.0439930222201	0.00227581524812	0	0.000109469537052	4.42300974184e-07	1.07543167349e-09	8.20078796636e-11	0	0	4.28297581183e-05	6.30154127517e-08	0	9.35547042884e-06	1.09861202767	0	0	0.286447880281	0.0996099244721	0	0.0726903501991	0.00164503739534	0.0745526770387	0.000200177887726	0	2.7616436948e-10
France	Rubber and plastic products (25)	39.4498264715	0.0153337530879	0	1.05711312516	10.1690879865	0	0	2.269156753	3998.06558196	0	0	60.5139555701	430.294633187	0	2.22889819004	1.67844156847	746.328681269	0	33.1252164123	10.0344265358	9.90266176537	0	0.012410491436	3.41871586748	83.3499261003	0	1.0073003452	0.741192115903	0	0	0	0	769.897204549	0.000283296936874	77.7444349256	44.3260589462	211.240406101	0.129207104942	36.6751404351	7.05976631789	24.222167338	0	4.07260309577	0.107109838881	27.0641643665	0	0.0336201755917	0.80606535763	18.618809793	0	0	0.000600900509892	223.177093173	0	0.0778763082988	4.41975654489	81.749906389	0	1.78230239097	5.94516328885	213.491339377	5.32760057982e-05	8.49193704449	0.365131512624
France	Glass, tiles, ceramics, bricks	6.95489733457	0	0	2.31348029877	0.016414513495	0	0	0.146126926413	697.493284873	0	0.13598248356	9.27670581584	27.1443168993	0	7.6948117127	0.924265365434	93.6877893238	0	1.80483073156	8.82601048823	0.00034634809314	0	0.401130053042	0.399916581273	8.46877806461	0	0.052949892657	0.881570405056	0	0	0	0	96.9689869919	0	7.98085810652	8.44240514026	51.732001817	0.00240779177096	2.75319063696	1.52136976053	10.0943461067	0	0	0.0832650315843	11.8769931467	0	0	0.0392509965837	0.0439058977558	0	0	0.0586196191761	127.232566837	0	0	1.53415567256	19.7432593734	0	0.0216372799873	0.311256217485	26.3665977635	0.000166180617148	0.00392885777312	0.289024898508
France	Cement, lime and plaster	0.0306255591737	0	0	0.216466366782	9.80538997075e-05	0	0	0.0124097803695	61.6101325609	0	0.104893071459	57.2497604505	0.150707250872	0	0.660508928146	0.147996046767	0.337405917664	0	0.19022727016	1.47402408242	0.0272908475629	0	0.154023775678	0.145955520993	0.118722283786	0	0.00614961658562	0.467010622103	0	0	0	0	0.52883660103	0	0.1156608346	0.515032058905	0.0127227291261	0	0.00597831333143	0.434629524774	0	0	0.00107296050587	0.00495563940124	4.77030898469e-05	0	0	0.000366255028685	0.048629846085	0	0	0.00734940800172	0.281757252896	0	0	0.333834640789	0.0635075366671	0	0.00836071654707	0.783730089254	0.0266859622764	0	0	0.00312006236117
France	Other non-metallic mineral products	5.62355566519	0	0	0.247766576389	0.244896049992	0	0	0.0313191528977	967.106344462	0	0.0302489668778	3.93376455395	47.5822321138	0	2.84348123242	0.51725870371	107.33469457	0	0.716488831522	1.93688764297	2.79911474389	0	0.0117628686668	0.0266705683711	36.3203825845	0	0.0230204372597	0.489027479393	0	0	0	0	192.919411231	0	3.15042474567	1.6459304381	20.9502405723	0.00063987335217	0.31182456472	0.44323450312	0	0	0	0.139781559781	0.324542009746	0	0	0.0583237745962	0.0561225232005	0	0	0.000799876474842	22.2982060401	0	0	0.243000307192	8.30817599145	0	0.0120360790665	0.316952790175	21.937510142	0.000123904575057	0	0.201430362262
France	Basic iron and steel and of ferro-alloys and first products thereof	0.0578554149868	0	0	0.00262249437049	0	0	0	2.21387107146	0.00588346778333	0	177.019382063	33.8214860792	0	0	0.0170251028166	7.55965740436	0	0	19.2971911234	8.3744902641	0	0	0.0391486378439	0.281168811406	0.000126060026554	0	0	1.81314886849	0	0	0	0	0.011596934566	0	0.597647751549	65.9761493242	1.65108101264	0	27.5210134273	11.5945188422	0	0	0	0.0752250925402	0	0	0	0.0282374639933	0	0	0	0.282183629818	3.21862416455	0	0	1.20226327641	1.13433581775	0	2.53185766596	0.556072547056	2.66575545825	0	6.31724016213	0.150403616694
France	Precious metals	0	0	0	9.81557475016e-05	0	0	0	0.0742756270365	0	0	15.9063968574	0	0	0	0.0178968322128	0.636607163425	0	0	1.15858477447	0.0773215140903	0	0	0.00101233718001	0.00214537627634	0.219221938392	0	0	0.851185449329	0	0	0	0	0.0538135426585	0	0.0441781758568	1.97462342587	0.102335026481	0	0.212908335305	0.0584298661038	0.000127403921752	0	0	0.000262560697274	0	0	0	0.209600466314	0	0	0	0.00624433567506	0.0144209571571	0	0	0.0410627427536	0.00623154569207	0	0	0.0358936437572	0.00079233563935	0	0	0
France	Aluminium and aluminium products	0	0	0	0.10791784828	0	0	0	0.981107499403	0.733774485009	0	20.9186854934	3.96835275034	0	0	0.0142553166291	1.39843878608	0	0	17.9578910815	3.93547729779	0	0	0.00562685089277	0.136025477748	0.0263971755532	0	0	2.12342149934	0	0	0	0	0.769325735022	0	0.207655538701	25.5000379168	0.416912648333	0	0.11003560378	1.0577307527	0	0	0	0.00296233406678	0.0534161068926	0	0	0.113363539543	0	0	0	0.0887513045204	0	0	0	0.219196873635	0.00171481032388	0	0.584492618566	0.101186411065	0.000350657311267	0	0.109450747575	0.0906770992174
France	Other metals and products thereof	0	0	0	0.0502805427703	0	0	0	1.96646972866	0	0	84.7170954502	6.69902979457	0	0	0.0332554646095	2.14368851685	0	0	30.1879467429	1.07730358891	0	0	0.0596232178303	0.52213792981	0.0054155869018	0	0	0.268741230531	0	0	0	0	0.0626616242665	0	0.489709818726	17.3924232628	0.587324065069	0	7.43010894699	1.40827319287	0.000163602829482	0	0	0.000752093659183	0	0	0	0.0835208811796	0	0	0	0.0995811097653	0.0270785452681	0	0	0.261775450732	0.000221576859007	0	0.122408498841	0.0439729973617	0.000108913693934	0	0.023170240908	0.00480459122941
France	Secondary lead for treatment, Re-processing of secondary lead into new lead	0	0	0	0	0	0	0	0	0.145615571681	0	61.4495729889	12.5997400931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Foundry work services	39.6563315352	0.0899503210406	4.28997630393	2.85014020815	3.24534850813	0	1.68067348279	1.44651558316	3671.05667554	0	5723.59299272	114.208418475	51.0756866249	0	49.5307496153	0.830168206202	192.130321933	0	208.938994514	1.91292894939	4.65834945616	0	4.48533193868	1.00006428536	36.5758304764	0	85.3466071038	2.25611363416	0	0	0	0	263.157957487	3.35412004205e-06	429.38645341	27.8390857318	109.469518257	0.114900939253	248.610152295	6.05411606894	5.01623715178	0	7.38073730348	0.124373382494	30.9934366917	0	1.91080734466	0.298414027718	14.0445986837	0	25.2061573491	0.116502156905	59.116054091	0	52.4191800025	3.16914687808	31.5662680523	0	23.7714325632	0.793439342605	178.872539322	9.89530143224e-05	164.575948788	0.0980650845481
France	Fabricated metal products, except machinery and equipment (28)	70.1916171206	0.376058346584	539.918242614	7.26302752215	0.696771405842	0	0	12.9160782559	310.999624913	0	9855.25218805	129.898829531	42.2438262323	0	921.590186653	30.8900809881	0	0	4119.79016908	60.1700505121	5.70188265663	0	139.282660869	36.6903401818	15.500900475	0	1253.1185279	17.8311331092	0	0	0	0	115.474403981	0.410272740615	5783.98111464	149.929244259	516.626983046	0.306471793567	5198.9101828	34.2092726624	114.601564044	0	206.020068286	0.013276218213	134.499639658	0	97.5817276747	0.68388242539	10.3494923016	0	294.817299462	5.95699488459	205.868803202	0	2381.09173221	12.9670390778	180.858508018	0	906.627654683	1.48213965358	456.733236242	0.000263243856784	1979.07160659	0.993557199717
France	Machinery and equipment n.e.c. (29)	5.0451180508	1.34627549974e-05	0.000253240471617	1.82540080085	0	0	0	3.88959390763	0	0	0	0	28.8299361915	0	0	0.872554608449	91.5620723395	0	0	1.69594476487	0	0	0	0	4.34890292943	0	22.9391483214	0.300594032764	0	0	0	0	85.5942954149	0.242100147898	236.258284541	12.3910402449	52.6610763999	0.0903364866263	186.89348934	1.01376692576	2.45082577986	0	8.95702875296	0.0428437856686	4.51391560778	0	8.74897747821	0.017833920015	2.78062119283	0	18.9502849575	0.0642408471035	26.4758233593	0	91.349016627	1.00806677013	10.6727673994	0	25.657396446	0.013735368924	59.8927268528	0.0094675124791	154.503617131	0.000876764749114
France	Office machinery and computers (30)	102.952468876	2.00399367596e-05	0	74.6846586162	0	0	0	20.3032893282	1938.44845799	0	3202.56774333	0	107.500440372	0	234.764336958	15.0664377176	243.176470514	0	620.335250303	19.4166620165	0	0	0	0	77.2054484705	0	240.116979437	19.8289953214	0	0	0	0	486.83775483	0.011510604483	512.166210188	52.2291020796	246.708389881	0.40600692163	1327.46305207	12.0118601412	8.48291256744	0	14.6518766784	1.00164762496	30.683345978	0	19.5734781761	2.66714754918	0.220258351641	0	66.1233209556	0.398808403924	228.196128472	0	282.097512081	6.91564032187	144.049284659	0	198.449030143	1.94340986979	318.942870659	0.00107906614276	544.96481608	0.620661459377
France	Electrical machinery, audiovisual, and medical equipment	136.974491356	0.00625666064629	0.0173015019651	156.334789364	113.999101798	0	120.513224463	34.5199055754	3752.74885768	1073.34100266	6052.42164474	2269.75050098	278.152371036	0	780.655511509	3.42176846424	1678.42974835	4.6265847263	1044.65000312	118.657729425	29.6353169781	5.64431216488	23.2837658974	1.94958087451	373.327808069	8.15936679953	459.466081556	12.0534452206	0	0	0	0	1819.22395492	184.070312395	1508.46732318	145.934617556	1280.39961331	128.135153864	3802.69212319	82.1463267977	10.8539104964	0	79.5172709509	0.658830888043	26.9383104695	0	132.241009164	0.136096926602	116.998203841	0	86.3345528632	0.747500198659	484.484970466	0	1269.04561603	5.1181363219	173.754096508	0	214.161250683	1.08360373244	519.300139417	17.3823439003	593.933580253	0.128943697201
France	Vehicles and transport equipment	104.951455387	0.00051459947825	0.0193809592202	343.85180909	308.246196505	0	4481.09249349	79.1113852912	27969.1257019	79.6879635045	19416.0849842	918.569082331	2163.24692756	0	937.95144547	11.8465453795	1111.17226519	54.314542939	10314.7312446	121.860468649	167.647792939	0.98661980659	184.986091585	67.3025763575	1532.22475113	2.01081466085	2060.90389195	6.01993296995	0	0	0	0	6914.19192768	4.1460810416	6113.52798523	296.191190376	1642.37759401	5.56016602471	7023.78988224	164.835109564	45.9047704737	0	284.753022107	0.12962869472	215.661224023	0	119.578973729	1.72237883264	382.982900118	0	538.101021605	8.20576531579	665.704960109	0	4193.5538765	98.6121576062	950.595824824	0	1098.27445534	8.85856088594	1101.39118124	1.54028222836	1197.693759	2.55733443422
France	Furniture; other manufactured goods n.e.c. (36)	20.5302599033	3.35590161915e-05	1.789987995e-05	23.9157348996	23.3832971498	0	0	4.51636931637	7391.27073975	0	3030.10557109	891.549063899	652.927460024	0	68.5005249671	5.17915388617	764.480351787	0.0992636492409	83.7416145953	1.73679122724	0	0.0211644641861	0	1.97428950129	367.519530885	0	35.8818715889	1.59896450106	0	0	0	0	4262.64529021	0.973621105164	248.010399252	12.3855792689	1002.73884557	0.500766350293	651.142845906	7.64403891475	39.0281449384	0	2.6258787306	0.0765297776422	82.0983905636	0	0.839014277282	0.0414584107407	44.4256263083	0	3.24500049474	0.123820313705	1313.14468476	0	216.485841451	7.47722797924	69.1349487804	0	46.2793849358	0.293390143241	210.968351766	0	69.6305253145	0.495628057186
France	Secondary raw materials	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Electricity by coal	0	0	0	0	0	0	0	0	839.838019571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Electricity by gas and petroleum products	0	0	0	0	0	0	0	0	1115.18223498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133524949735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Electricity by nuclear	0	0	0	0	0	0	0	0	11675.0692352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21666767241e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Electricity by hydro	0	0	0	0	0	0	0	0	1407.98083579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0242013107238	0.00284402672078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Electricity by wind	0	0	0	0	0	0	0	0	556.441129674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827949723267	0.000973073650282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Transmission and distribution of electricity	0	0	0	0	0	0	0	0	11999.2263112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Produced gas (Gas works, Blast ovens, etc.)	0	0	0	0	0	0	0	0	0	0	6.17247519062e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5658873533e-08	0	0.030216606632	3.53159512772e-09	2.67753064508e-07	0	0	1.00000237432e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Distribution services of gaseous fuels through mains	0	0	0	0	0	0	0	0	8925.81461151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
France	Steam and hot water supply services	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
